model,case_id,setting,validator_pass,expert_1_status,expert_1_D1_requirement_fidelity,expert_1_D2_architectural_grounding,expert_1_D3_formalization_adequacy,expert_1_D4_unsupported_content_control,expert_1_D5_reviewability,expert_1_score,expert_1_brief_reason,expert_1_error,expert_2_status,expert_2_D1_requirement_fidelity,expert_2_D2_architectural_grounding,expert_2_D3_formalization_adequacy,expert_2_D4_unsupported_content_control,expert_2_D5_reviewability,expert_2_score,expert_2_brief_reason,expert_2_error,avg_D1_requirement_fidelity,avg_D2_architectural_grounding,avg_D3_formalization_adequacy,avg_D4_unsupported_content_control,avg_D5_reviewability,combined_score,review_usable,strict_review_usable,end_to_end_usable,expert_disagreement
Gemma-3-27B,Case288,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing `P_Input` port that exactly matches the stated environmental bounds without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for P_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case289,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE assumption on the existing Nav_Stab_Control_Proc.Compas_Input port that exactly matches the required environment bounds of 0.0 to 100.0 with no invented behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for Compas_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case290,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing `P_Input` port that exactly captures the required environment bound `0.0 <= P_Input <= 100.0` without introducing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for P_Input within the Nav_Stab_Control_Proc component, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case291,system_2,false,ok,5,5,5,5,5,5.0000,"The artifact cleanly adds an AGREE environment assumption on the existing `Nav_Stab_Control_Proc.Compas_Input` port that exactly captures the required bounds [0.0, 100.0] without introducing extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for Compas_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case292,system_2,true,ok,5,5,5,5,5,5.0000,The artifact faithfully captures the environmental bound on the existing `Nav_Stab_Control_Proc.P_Input` port as a clear AGREE assumption with the exact required limits and no extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for P_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case293,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing Compas_Input port that exactly matches the required environmental bounds without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for Compas_Input within the Nav_Stab_Control_Proc, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case294,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE assumption on the existing Nav_Stab_Control_Proc.P_Input port that exactly encodes the required environment range 0.0 <= P_Input <= 100.0 with no invented behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for P_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case295,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing `Compas_Input` port that exactly matches the required environment bounds of 0.0 to 100.0 without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly expressing the bounded input condition for Compas_Input within the Nav_Stab_Control_Proc, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case296,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing `P_Input` port that exactly captures the required environment bound `0.0 <= P_Input <= 100.0` without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly expressing the bounded input condition for P_Input, grounding all elements in the AADL context, using appropriate formalization, containing no unsupported content, and being highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case297,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE assumption on the existing Nav_Stab_Control_Proc.Compas_Input port that exactly matches the required environment bound of 0.0 to 100.0 without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for Compas_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case298,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing P_Input port that exactly captures the required environment bound 0.0 <= P_Input <= 100.0 with no invented behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for P_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case299,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing `Compas_Input` port that exactly matches the required environment bound `0.0 <= Compas_Input <= 100.0` without introducing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for Compas_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case300,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE assumption on the existing `Nav_Stab_Control_Proc.P_Input` port that exactly matches the required environmental bounds `0.0 <= P_Input <= 100.0` without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly expressing the bounded input condition for P_Input within the Nav_Stab_Control_Proc, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case301,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing `Compas_Input` port that exactly matches the required environmental bounds without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly expressing the bounded input condition for Compas_Input within the Nav_Stab_Control_Proc, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case302,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing `Nav_Stab_Control_Proc.P_Input` port that exactly matches the required environment bound `0.0 <= P_Input <= 100.0` without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for P_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case303,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly encodes the requirement as an AGREE environment assumption on the existing process input port `Compas_Input` with exactly the stated inclusive bounds and no added behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for Compas_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case304,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds AGREE assumptions on the existing Nav_Stab_Control_Proc.P_Input port that exactly encode the required environment bounds 0.0 <= P_Input <= 100.0 without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for P_Input within the Nav_Stab_Control_Proc component, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case305,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE assumption on the existing `Nav_Stab_Control_Proc.Compas_Input` port that exactly matches the required environmental bound of 0.0 to 100.0 inclusive without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly expressing the bounded input condition for Compas_Input within the Nav_Stab_Control_Proc, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case306,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE assumption on the existing `Nav_Stab_Control_Proc.P_Input` port that exactly matches the stated environment bounds with no invented behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for P_Input within the Nav_Stab_Control_Proc, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case307,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing `Nav_Stab_Control_Proc.Compas_Input` port that exactly captures the required environment bound `0.0 <= Compas_Input <= 100.0` without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly expressing the bounded input condition for Compas_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case308,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE assumption on the existing Nav_Stab_Control_Proc.P_Input feature that exactly encodes the required environment bound 0.0 <= P_Input <= 100.0 without adding unsupported behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly expressing the bounded input condition for P_Input, grounding all elements in the AADL context, using appropriate formalization, containing no unsupported content, and being highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
